0.055328091,3.465476,1
0.66413846,5.4768585,0
0.067530147,12.574684,0
0.258187023,13.8968657,1
0.801967897,10.23537647,1
0.072640793,8.4344845,1
0.216903651,9.34687322,0
0.831271308,14.5078554,1
0.006453835,9.46480534,1
0.129840863,1.436458596,1
0.389211194,9,0
0.419709882,3.958,1
0.172397095,7.089544,1
0.240299995,6.97900664,0
0.707108963,0.2535748,0
0.333917339,5.956456459,0
0.661958396,2.4756843,0
0.583250433,7.495842,0
0.575140619,6.59579534,0
0.152845392,8.35745784,0
0.775420696,,0
0.356964756,,1
0.720651738,,1
0.250703881,,0
0.831594783,,1
0.722703934,,0
0.753220437,,
0.681556601,,
0.105585083,,
0.275815285,,
0.158175335,,
0.310647784,,
0.089294745,,
0.061236159,,
0.845477285,,
0.468934037,,
0.203820081,,
0.647787371,,
0.05953413,,
0.81512595,,
0.308717104,,
